ids,name,full_name,inviable
YJR005C-A,LSO1,Late-annotated Small Open reading frame,0
YJR005W,APL1,clathrin Adaptor Protein complex Large chain,0
YJR006W,POL31,POLymerase,1
YJR007W,SUI2,SUppressor of Initiator codon,1
YJR008W,MHO1,Memo HOmolog,0
YJR009C,TDH2,Triose-phosphate DeHydrogenase,0
YJR010C-A,SPC1,Signal Peptidase Complex,0
YJR010W,MET3,METhionine requiring,0
YJR011C,,,0
YJR012C,,,1
YJR013W,GPI14,GlycosylPhosphatidylInositol anchor biosynthesis,1
YJR014W,TMA22,Translation Machinery Associated,0
YJR015W,,,0
YJR016C,ILV3,IsoLeucine-plus-Valine requiring,1
YJR017C,ESS1,ESSential,1
YJR018W,,,0
YJR019C,TES1,ThioESterase,0
YJR020W,,,0
YJR021C,REC107,RECombination,0
YJR022W,LSM8,Like SM,1
YJR023C,,,1
YJR024C,MDE1,Methylthioribulose-1-phosphate DEhydratase,0
YJR025C,BNA1,Biosynthesis of Nicotinic Acid,0
YJR030C,RBH2,Ran Binding domain Homolog,0
YJR031C,GEA1,Guanine nucleotide Exchange on ARF,0
YJR032W,CPR7,Cyclosporin-sensitive Proline Rotamase,0
YJR033C,RAV1,Regulator of (H+)-ATPase in Vacuolar membrane,0
YJR035W,RAD26,RADiation sensitive,0
YJR036C,HUL4,Hect Ubiquitin Ligase,0
YJR037W,,,0
YJR038C,,,0
YJR040W,GEF1,"Glycerol Ethanol, Ferric requiring",0
YJR041C,URB2,Unhealthy Ribosome Biogenesis,1
YJR042W,NUP85,NUclear Pore,1
YJR043C,POL32,POLymerase,0
YJR045C,SSC1,Stress-Seventy subfamily C,1
YJR046W,TAH11,Topo-A Hypersensitive,1
YJR047C,ANB1,ANaeroBically induced,0
YJR048W,CYC1,CYtochrome C,0
YJR049C,UTR1,Unidentified TRanscript,0
YJR050W,ISY1,Interactor of SYf1p,0
YJR051W,OSM1,OSMotic sensitivity,0
YJR052W,RAD7,RADiation sensitive,0
YJR053W,BFA1,Byr-Four-Alike,0
YJR054W,KCH1,Potassium (K) regulator of CcH1,0
YJR055W,HIT1,HIgh Temperature growth,0
YJR056C,,,0
YJR057W,CDC8,Cell Division Cycle,1
YJR058C,APS2,clathrin Associated Protein complex Small subunit,0
YJR059W,PTK2,Putative serine/Threonine protein Kinase,0
YJR060W,CBF1,Centromere Binding Factor,0
YJR061W,MNN14,MaNNosyltransferase regulator,0
YJR062C,NTA1,N-Terminal Amidase,0
YJR063W,RPA12,RNA Polymerase A,0
YJR064W,CCT5,Chaperonin Containing TCP-1,1
YJR065C,ARP3,Actin-Related Protein,1
YJR066W,TOR1,Target Of Rapamycin,0
YJR067C,YAE1,,1
YJR068W,RFC2,Replication Factor C,1
YJR069C,HAM1,6-n-HydroxylAMinopurine sensitive,0
YJR070C,LIA1,Ligand of eIF5A,0
YJR072C,NPA3,Nucleolar Preribosomal Associated,1
YJR073C,OPI3,OverProducer of Inositol,0
YJR074W,MOG1,Multicopy suppressor Of ts Gsp1,0
YJR075W,HOC1,Homologous to OCh1,0
YJR076C,CDC11,Cell Division Cycle,1
YJR077C,MIR1,Mitochondrial Import Receptor,0
YJR078W,BNA2,Biosynthesis of Nicotinic Acid,0
YJR079W,,,0
YJR080C,AIM24,Altered Inheritance rate of Mitochondria,0
YJR082C,EAF6,Esa1p-Associated Factor,0
YJR083C,ACF4,Assembly Complementing Factor,0
YJR084W,,,0
YJR087W,,,0
YJR088C,EMC2,ER Membrane protein Complex,0
YJR089W,BIR1,Baculoviral IAP Repeat-containing protein,1
YJR090C,GRR1,Glucose Repression-Resistant,0
YJR091C,JSN1,Just Say No,0
YJR092W,BUD4,BUD site selection,0
YJR093C,FIP1,Factor Interacting with Poly(A) polymerase,1
YJR094C,IME1,Inducer of MEiosis,0
YJR096W,,,0
YJR097W,JJJ3,J-protein (Type III),0
YJR098C,,,0
YJR099W,YUH1,Yeast Ubiquitin Hydrolase,0
YJR100C,AIM25,Altered Inheritance of Mitochondria,0
YJR102C,VPS25,Vacuolar Protein Sorting,0
YJR103W,URA8,URAcil requiring,0
YJR104C,SOD1,SuperOxide Dismutase,0
YJR105W,ADO1,ADenOsine kinase,0
YJR106W,ECM27,ExtraCellular Mutant,0
YJR107W,LIH1,LIpase Homolog,0
YJR108W,ABM1,Aberrant Microtubules,0
YJR109C,CPA2,Carbamyl Phosphate synthetase A,0
YJR110W,YMR1,Yeast Myotubularin Related,0
YJR111C,PXP2,PeroXisomal Protein,0
YJR112W,NNF1,Necessary for Nuclear Function,1
YJR113C,RSM7,Ribosomal Small subunit of Mitochondria,0
YJR115W,,,0
YJR116W,TDA4,Topoisomerase I Damage Affected,0
YJR117W,STE24,STErile,0
YJR118C,ILM1,Increased Loss of Mitochondrial DNA,0
YJR119C,JHD2,JmjC domain-containing Histone Demethylase,0
YJR120W,,,0
YJR121W,ATP2,ATP synthase,0
YJR122W,IBA57,Iron-sulfur cluster assembly factor for Biotin synthase and Aconitase-like mitochondrial proteins,0
YJR123W,RPS5,Ribosomal Protein of the Small subunit,1
YJR124C,,,0
YJR125C,ENT3,Epsin N-Terminal homology,0
YJR126C,VPS70,Vacuolar Protein Sorting,0
YJR127C,RSF2,ReSpiration Factor,0
YJR128W,,,0
YJR129C,EFM3,Elongation Factor Methyltransferase,0
YJR130C,STR2,Sulfur TRansfer,0
YJR131W,MNS1,,0
YJR133W,XPT1,Xanthine Phosphoribosyl Transferase,0
YJR134C,SGM1,Slow growth on Galactose and Mannose,0
YJR135C,MCM22,MiniChromosome Maintenance,0
YJR135W-A,TIM8,Translocase of the Inner Mitochondrial membrane,0
YJR136C,TTI2,Two Tel2-Interacting protein,1
YJR137C,MET5,METhionine requiring,0
YJR139C,HOM6,HOMoserine requiring,0
YJR140C,HIR3,HIstone Regulation,0
YJR141W,IPA1,Important for cleavage and PolyAdenylation,1
YJR142W,,,0
YJR144W,MGM101,Mitochondrial Genome Maintenance,0
YJR145C,RPS4A,Ribosomal Protein of the Small subunit,0
YJR146W,,,0
YJR147W,HMS2,High-copy Mep Suppressor,0
YJR148W,BAT2,Branched-chain Amino acid Transaminase,0
YJR149W,,,0
YJR150C,DAN1,Delayed ANaerobic,0
YJR151W-A,,,0
YJR152W,DAL5,Degradation of Allantoin,0
YJR153W,PGU1,PolyGalactUronase,0
YJR154W,,,0
YJR155W,AAD10,Aryl-Alcohol Dehydrogenase,0
YKL001C,MET14,METhionine requiring,0
YKL002W,DID4,Doa4-Independent Degradation,0
YKL003C,MRP17,Mitochondrial Ribosomal Protein,0
YKL004W,AUR1,AUreobasidin A Resistance,1
YKL005C,BYE1,BYpass of ESS1,0
YKL006C-A,SFT1,Suppressor of sed Five Ts,1
YKL006W,RPL14A,Ribosomal Protein of the Large subunit,0
YKL007W,CAP1,CAPping,0
YKL008C,LAC1,Longevity-Assurance gene Cognate (LAG1 Cognate),0
YKL009W,MRT4,mRNA Turnover 4,0
YKL010C,UFD4,Ubiquitin Fusion Degradation protein,0
YKL011C,CCE1,Cruciform Cutting Endonuclease,0
YKL012W,PRP40,Pre-mRNA Processing,1
YKL013C,ARC19,ARp2/3 Complex subunit,1
YKL014C,URB1,Unhealthy Ribosome Biogenesis,1
YKL015W,PUT3,Proline UTilization,0
YKL016C,ATP7,ATP synthase,0
YKL017C,HCS1,dna HeliCaSe,0
YKL018C-A,MCO12,Mitochondrial Class One protein of 12 kDa,0
YKL018W,SWD2,"Set1c, WD40 repeat protein",1
YKL019W,RAM2,RAS protein and A-factor Maturation,1
YKL020C,SPT23,SuPpressor of Ty,0
YKL021C,MAK11,MAintenance of Killer,1
YKL022C,CDC16,Cell Division Cycle,1
YKL023W,SKA1,SKi Associated factor,0
YKL024C,URA6,URAcil requiring,1
YKL025C,PAN3,Poly(A) Nuclease,0
YKL026C,GPX1,Glutathione PeroXidase,0
YKL027W,TCD2,tRNA ThreonylCarbamoyladenosine Dehydratase,0
YKL028W,TFA1,"Transcription Factor a, subunit 1",1
YKL029C,MAE1,MAlic Enzyme,0
YKL030W,,,0
YKL031W,,,0
YKL032C,IXR1,Intrastrand cross (X)-link Recognition,0
YKL033W,TTI1,Two Tel2-Interacting protein,1
YKL033W-A,,,0
YKL034W,TUL1,Transmembrane Ubiquitin Ligase,0
YKL035W,UGP1,UDP-glucose pyrophosphorylase,1
YKL036C,,,1
YKL037W,AIM26,Altered Inheritance rate of Mitochondria,0
YKL038W,RGT1,Restores Glucose Transport,0
YKL039W,PTM1,,0
YKL040C,NFU1,NifU-like protein,0
YKL041W,VPS24,Vacuolar Protein Sorting,0
YKL042W,SPC42,Spindle Pole Component,1
YKL043W,PHD1,PseudoHyphal Determinant,0
YKL044W,MMO1,Mini Mitochondria ORF,0
YKL045W,PRI2,DNA PRImase,1
YKL046C,DCW1,Defective Cell Wall,0
YKL047W,ANR2,Avl Nine Related family 2,0
YKL048C,ELM1,ELongated Morphology,0
YKL049C,CSE4,Chromosome SEgregation,1
YKL050C,,,0
YKL051W,SFK1,Suppressor of Four Kinase,0
YKL052C,ASK1,Associated with Spindles and Kinetochores,1
YKL053C-A,MDM35,Mitochondrial Distribution and Morphology,0
YKL053W,,,0
YKL054C,DEF1,RNAPII DEgradation Factor,0
YKL055C,OAR1,3-Oxoacyl-[Acyl-carrier-protein] Reductase,0
YKL056C,TMA19,Translation Machinery Associated,0
YKL057C,NUP120,NUclear Pore,0
YKL058W,TOA2,,1
YKL059C,MPE1,Mutant PCF11 Extragenic suppressor,1
YKL060C,FBA1,"Fructose-1,6-Bisphosphate Aldolase",1
YKL061W,BLI1,BLoc-1 Interactor,0
YKL062W,MSN4,Multicopy suppressor of SNF1 mutation,0
YKL063C,,,0
YKL064W,MNR2,MaNganese Resistance,0
YKL065C,YET1,Yeast Endoplasmic reticulum Transmembrane protein,0
YKL066W,,,0
YKL067W,YNK1,Yeast Nucleoside diphosphate Kinase,0
YKL068W,NUP100,NUclear Pore,0
YKL068W-A,,,0
YKL069W,,,0
YKL070W,,,0
YKL071W,OSI1,Oxidative Stress Induced,0
YKL072W,STB6,Sin Three Binding protein,0
YKL073W,LHS1,Lumenal Hsp Seventy,0
YKL074C,MUD2,Mutant U1 Die,0
YKL075C,,,0
YKL076C,PSY1,Platinum SensitivitY,0
YKL077W,PSG1,Pma1 Stabilization in the Golgi,0
YKL078W,DHR2,DEAH-box RNA helicase,1
YKL079W,SMY1,Suppressor of MYo2-66,0
YKL080W,VMA5,Vacuolar Membrane Atpase,0
YKL081W,TEF4,Translation Elongation Factor,0
YKL082C,RRP14,Ribosomal RNA Processing,1
YKL083W,,,1
YKL084W,HOT13,Helper Of Tim,0
YKL085W,MDH1,Malate DeHydrogenase,0
YKL086W,SRX1,SulfiRedoXin,0
YKL087C,CYT2,CYTochrome-c1-heme-lyase,0
YKL088W,CAB3,Coenzyme A Biosynthesis,1
YKL089W,MIF2,MItotic Fidelity of chromosome transmission,1
YKL090W,CUE2,Coupling of Ubiquitin conjugation to ER degradation,0
YKL091C,,,0
YKL092C,BUD2,BUD site selection,0
YKL093W,MBR1,Mitochondrial Biogenesis Regulation,0
YKL094W,YJU3,,0
YKL095W,YJU2,,1
YKL096C-B,,,0
YKL096W,CWP1,Cell Wall Protein,0
YKL096W-A,CWP2,Cell Wall Protein,0
YKL097C,,,0
YKL098W,MTC2,Maintenance of Telomere Capping,0
YKL099C,UTP11,U Three Protein,1
YKL100C,YPF1,Yeast Presenilin-like Family 1,0
YKL101W,HSL1,Histone Synthetic Lethal,0
YKL102C,,,0
YKL103C,APE1,AminoPeptidase,0
YKL104C,GFA1,Glutamine:Fructose-6-phosphate Amidotransferase,1
YKL105C,SEG2,Stability of Eisosomes Guaranteed,0
YKL106C-A,,,0
YKL106W,AAT1,Aspartate AminoTransferase,0
YKL107W,,,0
YKL108W,SLD2,Synthetically Lethal with Dpb11-1,1
YKL109W,HAP4,Heme Activator Protein,0
YKL110C,KTI12,Kluveromyces lactis Toxin Insensitive,0
YKL111C,,,1
YKL112W,ABF1,ARS-Binding Factor 1,1
YKL113C,RAD27,RADiation sensitive,0
YKL114C,APN1,APurinic/apyrimidinic eNdonuclease,0
YKL115C,,,0
YKL116C,PRR1,Pheromone Response Regulator,0
YKL117W,SBA1,increased Sensitivity to Benzoquinone Ansamycins,0
YKL118W,,,0
YKL119C,VPH2,Vacuolar pH,0
YKL120W,OAC1,OxaloAcetate Carrier,0
YKL121W,DGR2,2-Deoxy-Glucose Resistant 2,0
YKL122C,SRP21,Signal Recognition Particle,1
YKL123W,,,0
YKL124W,SSH4,Suppressor of SHr3 deletion,0
YKL125W,RRN3,Regulation of RNA polymerase I,1
YKL126W,YPK1,Yeast Protein Kinase,0
YKL127W,PGM1,PhosphoGlucoMutase,0
YKL128C,PMU1,PhosphoMUtase,0
YKL129C,MYO3,MYOsin,0
YKL130C,SHE2,Swi5p-dependent HO Expression,0
YKL131W,,,0
YKL132C,RMA1,Reduced Mating A,0
YKL133C,RCI50,Respiratory Chain Interacting protein of ~50 kDa,0
YKL134C,OCT1,OCTapeptidyl aminopeptidase,0
YKL135C,APL2,clathrin Adaptor Protein complex Large chain,0
YKL136W,,,0
YKL137W,CMC1,Cx9C Mitochondrial protein necessary for full assembly of Cytochrome c oxidase,0
YKL138C,MRPL31,"Mitochondrial Ribosomal Protein, Large subunit",0
YKL138C-A,HSK3,Helper of ASK1,1
YKL139W,CTK1,Carboxy-Terminal domain Kinase,0
YKL140W,TGL1,TriGlyceride Lipase,0
YKL141W,SDH3,Succinate DeHydrogenase,1
YKL142W,MRP8,Mitochondrial Ribosomal Protein,0
YKL143W,LTV1,Low Temperature Viability,0
YKL144C,RPC25,RNA Polymerase C,1
YKL145W,RPT1,"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase",1
YKL146W,AVT3,Amino acid Vacuolar Transport,0
YKL147C,,,0
YKL148C,SDH1,Succinate DeHydrogenase,0
YKL149C,DBR1,DeBRanching,0
YKL150W,MCR1,Mitochondrial NADH-Cytochrome b5 Reductase,0
YKL151C,NNR2,Nicotinamide Nucleotide Repair,0
YKL152C,GPM1,Glycerate PhosphoMutase,1
YKL153W,,,1
YKL154W,SRP102,Signal Recognition Particle,1
YKL155C,RSM22,Ribosomal Small subunit of Mitochondria,0
YKL156W,RPS27A,Ribosomal Protein of the Small subunit,0
YKL157W,APE2,AminoPEptidase,0
YKL159C,RCN1,Regulator of CalciNeurin,0
YKL160W,ELF1,ELongation Factor,0
YKL161C,KDX1,Kinase Dead X-talker,0
YKL162C,,,0
YKL162C-A,,,0
YKL163W,PIR3,Protein containing Internal Repeats,0
YKL164C,PIR1,Protein containing Internal Repeats,0
YKL165C,MCD4,Morphogenesis Checkpoint Dependent,1
YKL166C,TPK3,Takashi's Protein Kinase,0
YKL167C,MRP49,Mitochondrial Ribosomal Protein,0
YKL168C,KKQ8,,0
YKL169C,,,0
YKL170W,MRPL38,"Mitochondrial Ribosomal Protein, Large subunit",0
YKL171W,NNK1,Nitrogen Network Kinase,0
YKL172W,EBP2,EBNA1-binding protein (homolog),1
YKL173W,SNU114,Small NUclear ribonucleoprotein associated,1
YKL174C,TPO5,Transporter of POlyamines,0
YKL175W,ZRT3,Zinc-Regulated Transporter,0
YKL176C,LST4,Lethal with Sec Thirteen,0
YKL177W,,,0
YKL178C,STE3,STErile,0
YKL179C,COY1,CASP Of Yeast,0
YKL180W,RPL17A,Ribosomal Protein of the Large subunit,1
YKL181W,PRS1,PhosphoRibosylpyrophosphate Synthetase,0
YKL182W,FAS1,Fatty Acid Synthetase,1
YKL183W,LOT5,LOw Temperature-responsive,0
YKL184W,SPE1,SPErmidine auxotroph,0
YKL185W,ASH1,Asymmetric Synthesis of HO,0
YKL186C,MTR2,Mrna TRansport,1
YKL187C,FAT3,FATty acid transporter 3,0
YKL188C,PXA2,PeroXisomal ABC-transporter,0
YKL189W,HYM1,,1
YKL190W,CNB1,CalciNeurin subunit B,0
YKL191W,DPH2,DiPHthamide,0
YKL192C,ACP1,Acyl Carrier Protein,1
YKL193C,SDS22,homolog of S. pombe SDS22,1
YKL194C,MST1,"Mitochondrial aminoacyl-tRNA Synthetase, Threonine",0
YKL195W,MIA40,Mitochondrial intermembrane space Import and Assembly,1
YKL196C,YKT6,,1
YKL197C,PEX1,PEroXin,0
YKL198C,PTK1,Putative serine/Threonine protein Kinase,0
YKL201C,MNN4,MaNNosyltransferase,0
YKL202W,,,0
YKL203C,TOR2,Target Of Rapamycin,1
YKL204W,EAP1,EIF4E-Associated Protein,0
YKL205W,LOS1,Loss Of Suppression,0
YKL206C,ADD66,Alpha1-proteinase inhibitor-Degradation Deficient,0
YKL207W,EMC3,ER Membrane protein Complex,0
YKL208W,CBT1,Cytochrome B Termination,0
YKL209C,STE6,STErile,0
YKL210W,UBA1,UBiquitin Activating,1
YKL211C,TRP3,TRyPtophan,0
YKL212W,SAC1,Suppressor of ACtin,0
YKL213C,DOA1,Degradation Of Alpha,0
YKL214C,YRA2,Yeast RNA Annealing protein,0
YKL215C,OXP1,OXoProlinase,0
YKL216W,URA1,URAcil requiring,0
YKL217W,JEN1,,0
YKL218C,SRY1,Serine Racemase of Yeast,0
YKL220C,FRE2,Ferric REductase,0
YKL221W,MCH2,MonoCarboxylate permease Homologue,0
YKL222C,,,0
YKR001C,VPS1,Vacuolar Protein Sorting,0
YKR002W,PAP1,Poly(A) Polymerase,1
YKR003W,OSH6,OxySterol binding protein Homolog,0
YKR004C,ECM9,ExtraCellular Mutant,1
YKR005C,,,0
YKR006C,MRPL13,"Mitochondrial Ribosomal Protein, Large subunit",0
YKR007W,MEH1,Multicopy suppressor of Ers1 Hygromycin B sensitivity,0
YKR008W,RSC4,Remodel the Structure of Chromatin,1
YKR009C,FOX2,Fatty acid OXidation,0
YKR010C,TOF2,TOpoisomerase I-interacting Factor,0
YKR011C,,,0
YKR012C,,,0
YKR013W,PRY2,Pathogen Related in Yeast,0
YKR014C,YPT52,Yeast Protein Two,0
YKR015C,,,0
YKR016W,MIC60,MItochondrial contact site and Cristae organizing system,0
YKR017C,HEL1,Histone E3 Ligase,0
YKR018C,,,0
YKR019C,IRS4,Increased rDNA Silencing,0
YKR020W,VPS51,Vacuolar Protein Sorting,0
YKR021W,ALY1,Arrestin-Like Yeast protein,0
YKR022C,NTR2,NineTeen complex Related protein,1
YKR023W,RQT4,Ribosome-Quality control Trigger factor,0
YKR024C,DBP7,Dead Box Protein,0
YKR025W,RPC37,RNA Polymerase C,1
YKR026C,GCN3,General Control Nonderepressible,0
YKR027W,BCH2,Bud7 and Chs6 Homolog,0
YKR028W,SAP190,Sit4 Associated Protein,0
YKR029C,SET3,SET domain-containing,0
YKR030W,GMH1,Gea1-6 Membrane-associated High-copy suppressor,0
YKR031C,SPO14,SPOrulation,0
YKR032W,,,0
YKR033C,,,0
YKR034W,DAL80,Degradation of Allantoin,0
YKR035C,OPI8,OverProducer of Inositol,0
YKR036C,CAF4,CCR4 Associated Factor,0
YKR037C,SPC34,Spindle Pole Component,1
YKR038C,KAE1,Kinase-Associated Endopeptidase,1
YKR039W,GAP1,General Amino acid Permease,0
YKR040C,,,0
YKR041W,,,0
YKR042W,UTH1,yoUTH,0
YKR043C,SHB17,"SedoHeptulose 1,7-Bisphosphatase",0
YKR044W,UIP5,Ulp1 Interacting Protein,0
YKR045C,,,0
YKR046C,PLN1,PeriLipiN,0
YKR047W,,,0
YKR048C,NAP1,Nucleosome Assembly Protein,0
YKR049C,FMP46,Found in Mitochondrial Proteome,0
YKR050W,TRK2,TRansport of potassium (K),0
YKR051W,HFL1,Has Fused Lysosomes,0
YKR052C,MRS4,Mitochondrial RNA Splicing,0
YKR053C,YSR3,Yeast Sphingolipid Resistance,0
YKR054C,DYN1,DYNein,0
YKR055W,RHO4,Ras HOmolog,0
YKR056W,TRM2,tRNA Methyltransferase,0
YKR057W,RPS21A,Ribosomal Protein of the Small subunit,0
YKR058W,GLG1,Glycogenin-Like Gene,0
YKR059W,TIF1,Translation Initiation Factor,0
YKR060W,UTP30,U Three Protein,0
YKR061W,KTR2,Kre Two Related,0
YKR062W,TFA2,"Transcription Factor a, subunit 2",1
YKR063C,LAS1,Lethal in the Absence of SSD1-v,1
YKR064W,OAF3,Oleate Activated transcription Factor,0
YKR065C,PAM17,Presequence translocase-Associated Motor,0
YKR066C,CCP1,Cytochrome c Peroxidase,0
YKR067W,GPT2,Glycerol-3-Phosphate acylTransferase,0
YKR068C,BET3,Blocked Early in Transport,1
YKR069W,MET1,METhionine requiring,0
YKR070W,,,0
YKR071C,DRE2,Derepressed for Ribosomal protein S14 Expression,1
YKR072C,SIS2,SIt4 Suppressor,0
YKR073C,,,0
YKR074W,AIM29,Altered Inheritance rate of Mitochondria,0
YKR075C,,,0
YKR076W,ECM4,ExtraCellular Mutant,0
YKR077W,MSA2,Mbf and Sbf Associated,0
YKR078W,,,0
YKR079C,TRZ1,tRNase Z,1
YKR080W,MTD1,Methylene Tetrahydrafolate Dehydrogenase,0
YKR081C,RPF2,Ribosome Production Factor,1
YKR082W,NUP133,NUclear Pore,0
YKR083C,DAD2,Duo1 And Dam1 interacting,1
YKR084C,HBS1,Hsp70 subfamily B Suppressor,0
YKR085C,MRPL20,"Mitochondrial Ribosomal Protein, Large subunit",0
YKR086W,PRP16,Pre-mRNA Processing,1
YKR087C,OMA1,Overlapping activity with M-AAA protease,0
YKR088C,TVP38,Tlg2-Vesicle Protein,0
YKR089C,TGL4,TriacylGlycerol Lipase,0
YKR090W,PXL1,PaXillin-Like protein,0
YKR091W,SRL3,Suppressor of rad53 Lethality,0
YKR092C,SRP40,Serine Rich Protein,0
YKR093W,PTR2,Peptide TRansport,0
YKR094C,RPL40B,Ribosomal Protein of the Large subunit,0
YKR095W,MLP1,Myosin-Like Protein,0
YKR096W,ESL2,EST/SMG-like,0
YKR097W,PCK1,Phosphoenolpyruvate CarboxyKinase,0
YKR098C,UBP11,UBiquitin-specific Protease,0
YKR099W,BAS1,BASal,0
YKR100C,SKG1,Suppressor of lethality of Kex2 Gas1 double null mutant,0
YKR101W,SIR1,Silent Information Regulator,0
YKR102W,FLO10,FLOcculation,0
YKR103W,NFT1,New Full-length MRP-type Transporter,0
YKR104W,,,0
YKR105C,VBA5,Vacuolar Basic Amino acid transporter,0
YKR106W,GEX2,Glutathione EXchanger,0
YLL001W,DNM1,DyNaMin-related,0
YLL002W,RTT109,Regulator of Ty1 Transposition,0
YLL003W,SFI1,Suppressor of Fermentation Induced loss of stress resistance,1
YLL004W,ORC3,Origin Recognition Complex,1
YLL005C,SPO75,SPOrulation,0
YLL006W,MMM1,Maintenance of Mitochondrial Morphology,0
YLL006W-A,,,0
YLL007C,LMO1,eLMO homolog,0
YLL008W,DRS1,Deficiency of Ribosomal Subunits,1
YLL009C,COX17,Cytochrome c OXidase,0
YLL010C,PSR1,Plasma membrane Sodium Response,0
YLL011W,SOF1,Suppressor Of Fibrillarin,1
YLL012W,YEH1,Yeast steryl Ester Hydrolase,0
YLL013C,PUF3,PUmilio-homology domain Family,0
YLL014W,EMC6,ER Membrane protein Complex,0
YLL015W,BPT1,Bile Pigment Transporter,0
YLL018C,DPS1,,1
YLL018C-A,COX19,Cytochrome c OXidase,0
YLL019C,KNS1,Kinase Next to SPA2,0
YLL020C,,,0
YLL021W,SPA2,Spindle Pole Antigen,0
YLL023C,POM33,"POre Membrane, 33 kDa",0
YLL024C,SSA2,Stress-Seventy subfamily A,0
YLL025W,PAU17,seriPAUperin,0
YLL026W,HSP104,Heat Shock Protein,0
YLL027W,ISA1,Iron Sulfur Assembly,0
YLL028W,TPO1,Transporter of POlyamines,0
YLL029W,FRA1,Fe Repressor of Activation,0
YLL030C,RRT7,Regulator of rDNA Transcription,0
YLL031C,GPI13,GlycosylPhosphatidylInositol anchor biosynthesis,1
YLL032C,,,0
YLL033W,IRC19,Increased Recombination Centers,0
YLL034C,RIX7,RIbosome eXport,1
YLL035W,GRC3,,1
YLL036C,PRP19,Pre-RNA Processing,1
YLL037W,,,1
YLL038C,ENT4,Epsin N-Terminal homology,0
YLL039C,UBI4,Ubiquitin,0
YLL040C,VPS13,Vacuolar Protein Sorting,0
YLL041C,SDH2,Succinate DeHydrogenase,0
YLL042C,ATG10,AuTophaGy related,0
YLL043W,FPS1,fdp1 Suppressor,0
YLL044W,,,0
YLL045C,RPL8B,Ribosomal Protein of the Large subunit,0
YLL046C,RNP1,RiboNucleoProtein,0
YLL047W,,,0
YLL048C,YBT1,Yeast Bile Transporter,0
YLL049W,LDB18,Low Dye Binding,0
YLL050C,COF1,COFilin,1
YLL051C,FRE6,Ferric REductase,0
YLL052C,AQY2,AQuaporin from Yeast,0
YLL053C,,,0
YLL054C,,,0
YLL055W,YCT1,Yeast Cysteine Transporter,0
YLL056C,,,0
YLL057C,JLP1,dnaJ-Like Protein,0
YLL058W,,,0
YLL059C,,,0
YLL060C,GTT2,GlutaThione Transferase,0
YLL061W,MMP1,S-MethylMethionine Permease,0
YLL062C,MHT1,S-Methylmethionine-Homocysteine methylTransferase,0
YLL063C,AYT1,AcetYlTransferase,0
YLR001C,,,0
YLR002C,NOC3,NucleOlar Complex associated,1
YLR003C,CMS1,Complementation of Mcm-10 Suppressor,0
YLR004C,THI73,THIamine regulon,0
YLR005W,SSL1,Suppressor of Stem-Loop mutation,1
YLR006C,SSK1,Suppressor of Sensor Kinase,0
YLR007W,NSE1,Non-SMC Element,1
YLR008C,PAM18,Presequence translocase-Associated Motor,1
YLR009W,RLP24,Ribosomal-Like Protein,1
YLR010C,TEN1,TElomeric pathways with STn1,1
YLR011W,LOT6,LOw Temperature-responsive,0
YLR012C,,,0
YLR013W,GAT3,,0
YLR014C,PPR1,Pyrimidine Pathway Regulation,0
YLR015W,BRE2,BREfeldin A sensitivity,0
YLR016C,PML1,Pre-mRNA Leakage,0
YLR017W,MEU1,Multicopy Enhancer of UAS2,0
YLR018C,POM34,POre Membrane,0
YLR019W,PSR2,Plasma membrane Sodium Response,0
YLR020C,YEH2,Yeast steryl Ester Hydrolase,0
YLR021W,IRC25,Increased Recombination Centers,0
YLR022C,SDO1,,1
YLR023C,IZH3,Implicated in Zinc Homeostasis,0
YLR024C,UBR2,,0
YLR025W,SNF7,Sucrose NonFermenting,0
YLR026C,SED5,Suppressor of Erd2 Deletion,1
YLR027C,AAT2,Aspartate AminoTransferase,0
YLR028C,ADE16,ADEnine,0
YLR029C,RPL15A,Ribosomal Protein of the Large subunit,1
YLR030W,,,0
YLR031W,,,0
YLR032W,RAD5,RADiation sensitive,0
YLR033W,RSC58,Remodel the Structure of Chromatin,1
YLR034C,SMF3,,0
YLR035C,MLH2,MutL Homolog,0
YLR036C,,,0
YLR037C,PAU23,seriPAUperin family,0
YLR038C,COX12,Cytochrome c OXidase,0
YLR039C,RIC1,RIbosome Control,0
YLR040C,AFB1,A-Factor Barrier,0
YLR041W,,,0
YLR042C,NFG1,Negative regulator of the Filamentous Growth MAPK pathway,0
YLR043C,TRX1,ThioRedoXin,0
YLR044C,PDC1,Pyruvate DeCarboxylase,0
YLR045C,STU2,Suppressor of TUbulin,1
YLR046C,,,0
YLR047C,FRE8,,0
YLR048W,RPS0B,Ribosomal Protein of the Small subunit,0
YLR049C,MLO50,Mitochondrially LOcalized protein of 50 kDa,0
YLR050C,EMA19,Efficient Mitochondria targeting-Associated protein,0
YLR051C,FCF2,Faf1p Copurifying Factor,1
YLR052W,IES3,Ino Eighty Subunit,0
YLR053C,,,0
YLR054C,OSW2,Outer Spore Wall,0
YLR055C,SPT8,SuPpressor of Ty,0
YLR056W,ERG3,ERGosterol biosynthesis,0
YLR057W,MNL2,MaNnosidase-Like protein,0
YLR058C,SHM2,Serine HydroxyMethyltransferase,0
YLR059C,REX2,Rna EXonuclease,0
